site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,prod_size,dev_stat,ore,gangue,work_type,hrock_type,arock_type
Durango Girl Mine,37.41515,-107.99806,NA,United States,Colorado,La Plata,M,"Silver, Gold",,"Antimony, Vanadium, Tellurium, Mercury, Copper",Underground,S,Past Producer,"Cinnabar, Coloradoite, Gold, Hessite, Petzite, Pyrite, Tetrahedrite","Dickite, Quartz, Roscoelite",Underground,"Diorite,Shale,Sandstone",Diorite
Neglected Mine,37.43667,-107.94528,NA,United States,Colorado,La Plata,M,"Silver, Gold",,"Antimony, Tellurium, Mercury, Copper",Underground,S,Past Producer,"Argentite, Bornite, Chalcopyrite, Coloradoite, Covellite, Enargite, Krennerite, Petzite, Sylvanite","Ankerite, Barite, Chlorite, Dickite, Epidote, Halloysite, Limonite, Quartz, Tourmaline",Underground,"Diorite,Shale",Diorite
Eureka Mine,36.00726,-106.85643,NA,United States,New Mexico,Rio Arriba,M,"Silver, Copper",,,Surface-Underground,S,Past Producer,"Bornite, Chalcocite, Chrysocolla, Covellite, Malachite",Quartz,Underground,Sandstone,
Sandstone Mine,35.39612,-107.76973,NA,United States,New Mexico,McKinley,M,Uranium,,"Vanadium, Selenium, Molybdenum, Iron",Underground,M,Past Producer,"Coffinite, Jordisite, Montroseite","Barite, Calcite, Kaolin",Underground,Sandstone,
Quaker,40.00567,-105.44639,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,Y,Past Producer,,,Underground,Granite,
Orient Iron Mine,38.20473,-105.81392,NA,United States,Colorado,Saguache,B,Iron,,"Copper, Graphite, Manganese",Surface-Underground,Y,Past Producer,"Chalcopyrite, Limonite","Ankerite, Barite, Calcite, Graphite, Quartz",Underground,Limestone,
Hidden Treasure Claim,37.61808,-105.26389,NA,United States,Colorado,Costilla,M,Gold,Silver,,Underground,S,Prospect,Pyrite,Hematite,Underground,Monzonite,Monzonite
Eastview,39.94011,-105.47611,NA,United States,Colorado,Boulder,M,Tungsten,,,Surface-Underground,N,Past Producer,,,Surface/Underground,,
Caribou Mine,39.98139,-105.58333,NA,United States,Colorado,Boulder,M,"Gold, Lead, Silver","Uranium, Copper, Zinc",Vanadium,Underground,Y,Past Producer,"Acanthite, Cerargyrite, Chalcopyrite, Galena, Pyrargyrite, Silver, Sphalerite, Pitchblende","Pyrite, Quartz",Underground,Monzogabbro,
Pine Shade Mine,39.96861,-105.53861,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,N,Past Producer,Ferberite,,Underground,,
Vasco No. 1 Mine,39.97539,-105.48417,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,Y,Past Producer,"Ferberite, Scheelite",,Underground,"Schist,Gneiss,Granite",
Walker Ranch,39.93339,-105.3134,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,Y,Past Producer,,,Underground,,
Hildegarde,40.00489,-105.4486,NA,United States,Colorado,Boulder,M,Tungsten,,,Surface-Underground,N,Past Producer,"Ferberite, Scheelite",,"Underground, Surface",Granite,
Herald,40.009,-105.42111,NA,United States,Colorado,Boulder,M,Gold,Tungsten,,Underground,N,Past Producer,"Gold, Telluride",,Underground,,
Buena,40.11877,-105.40682,NA,United States,Colorado,Boulder,M,"Gold, Silver",Copper,,Underground,N,Past Producer,"Gold, Silver",,Underground,Granite,
Buena Mine,40.11877,-105.40682,NA,United States,Colorado,Boulder,B,"Silver, Gold","Copper, Tungsten",Fluorine-Fluorite,Underground,Y,Past Producer,"Krennerite, Gold, Sylvanite, Petzite","Fluorite, Pyrite, Quartz",Underground,Granitoid,
Black Prince Mine,40.00667,-105.38583,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,N,Past Producer,"Ferberite, Gold",,Underground,,
Pueblo Belle,40.00384,-105.38463,NA,United States,Colorado,Boulder,M,Tungsten,Gold,Uranium,Surface-Underground,N,Past Producer,Ferberite,Quartz,Underground,Granite,
R. H. Magnuson Mine,38.4714,-105.30113,NA,United States,Colorado,Fremont,B,"Feldspar, Quartz",Beryllium,,Underground,S,Prospect,"Beryl, Microcline, Quartz","Biotite, Garnet, Tourmaline",Underground,Gneiss,
Golden Age Mine,40.12581,-105.35976,NA,United States,Colorado,Boulder,M,"Silver, Gold",Tellurium,Uranium,Underground,Y,Past Producer,"Gold, Pyrite, Chalcopyrite, Petzite, Sylvanite, Galena, Sphalerite",Quartz,Underground,Granite,
Wicker-Baldwin Prospect,43.62357,-104.06891,NA,United States,Wyoming,Weston,M,Uranium,,,Underground,N,Past Producer,Metatyuyamunite,,Underground,Sandstone,
Carlile Mine,44.46467,-104.75144,NA,United States,Wyoming,Crook,M,Uranium,,,Surface-Underground,Y,Past Producer,"Carnotite, Tyuyamunite",,Surface/Underground,,
"Florspar Nos 2 , 4 , 5 , 6 , 7 , 11 , 12 , 13",44.4781,-114.3572,NA,United States,Idaho,Custer,N,Fluorine-Fluorite,,,Surface-Underground,N,Prospect,Fluorite,"Calcite, Quartz",Underground,"Slate,Phyllite,Dolomite",
Edwards Placer,45.3394,-114.0564,NA,United States,Idaho,Lemhi,M,Gold,,,Placer,U,Occurrence,Gold,,Surface,"Volcanic Rock (Aphanitic),Gravel",
Chilito Mine,33.0662,-110.79791,NA,United States,Arizona,Gila,M,"Copper, Silica","Gold, Silver, Molybdenum",,Surface-Underground,S,Past Producer,"Chalcocite, Chalcopyrite, Molybdenite, Pyrite, Quartzite",Anhydrite,Surface/Underground,"Diabase,Quartzite,Granodiorite","Diorite,Rhyodacite"
Sanchez Copper Deposit,32.88149,-109.53454,NA,United States,Arizona,Graham,M,Copper,"Gold, Silver, Molybdenum",,Surface-Underground,S,Past Producer,"Atacamite, Bornite, Chalcanthite, Chalcocite, Chalcopyrite, Chrysocolla, Copper, Cuprite, Delafossite, Gold, Molybdenite, Tenorite, Malachite, Brochantite","Biotite, Calcite, Chlorite, Epidote, Goethite, Hematite, Jarosite, Magnetite, Plagioclase, Pyrite, Quartz, Sericite",Surface,"Volcanic Breccia (Agglomerate),Andesite",Monzonite
San Juan Mine,32.94593,-109.65288,NA,United States,Arizona,Graham,M,Copper,"Gold, Silver",Molybdenum,Surface-Underground,S,Past Producer,"Antlerite, Brochantite, Chalcocite, Chalcopyrite, Chrysocolla, Cuprite, Malachite, Molybdenite, Tenorite","Chlorite, Epidote, Hematite, Jarosite, Limonite, Magnetite, Pyrite, Quartz, Sericite",Underground,"Quartz Monzonite,Diorite",
Safford Deposit,32.94177,-109.60565,NA,United States,Arizona,Graham,M,"Copper, Molybdenum","Zinc, Lead, Silver, Gold",,Surface-Underground,N,Past Producer,"Antlerite, Bornite, Brochantite, Chalcanthite, Chalcocite, Chalcopyrite, Chrysocolla, Covellite, Cuprite, Galena, Gold, Malachite, Molybdenite, Pyrite, Sphalerite, Tenorite, Tetrahedrite, Turquoise","Alunite, Goethite, Hematite, Jarosite, Limonite, Magnetite, Quartz",Surface/Underground,"Diorite,Rhyolite,Dacite,Latite","Quartz Monzonite,Diorite"
Orphan Lode Mine,36.07139,-112.15,NA,United States,Arizona,Coconino,M,"Uranium, Silver, Copper",,"Zinc, Cobalt, Antimony, Lead, Nickel, Molybdenum, Manganese, Magnesite, Gold, Iron",Underground,L,Past Producer,"Chalcocite, Galena, Tennantite, Torbernite, Uraninite","Aragonite, Barite, Calcite, Dolomite, Gypsum, Plagioclase, Quartz, Siderite",Underground,"Shale,Sandstone,Limestone",
Hack's Mine,36.58194,-112.79139,NA,United States,Arizona,Mohave,M,Uranium,"Lead, Copper, Cobalt",,Underground,S,Past Producer,"Bieberite, Brochantite, Chalcanthite, Pitchblende, Torbernite, Zippeite","Chalcocite, Malachite",Underground,"Shale,Sandstone",
Rudy Mine,34.33782,-113.65634,NA,United States,Arizona,Mohave,M,Manganese,,,Surface,S,Past Producer,"Manganite, Psilomelane, Pyrolusite",,Surface,"Sand and Gravel,Basalt",
Hidden Treasure,41.34484,-122.81312,NA,United States,California,Siskiyou,M,"Copper, Gold, Silver",,,Underground,N,Occurrence,,Quartz,Underground,,
Negro Head Iron Deposit,34.05504,-115.67639,NA,United States,California,San Bernardino,M,Iron,,,Surface-Underground,N,Prospect,"Hematite, Magnetite",,Surface/Underground,Diorite,Diorite
Jasperson Prospect,47.95222,-121.45139,NA,United States,Washington,Snohomish,M,"Lead, Copper, Silver, Gold","Vanadium, Mercury","Arsenic, Zinc, Antimony",Underground,N,Occurrence,"Chalcopyrite, Cinnabar, Galena, Pyrite, Sphalerite, Stibnite, Vanadinite",Quartz,Underground,Diorite,
Koon Ranch,40.87984,-123.60613,NA,United States,California,Trinity,M,Gold,Platinum,"Osmium, Iridium, Iron, Rhodium, Nickel, Copper, Ruthenium, Palladium",Placer,S,Producer,"Gold, Iridosmine, Platinum",,Surface,Gravel,
Mokelumne River,38.20211,-120.96682,NA,United States,California,Calaveras,M,Gold,Platinum,,Placer,S,Producer,Gold,,Surface,Gravel,
Blanche Mine,41.21806,-106.28556,NA,United States,Wyoming,Albany,M,Copper,,"Platinum, Palladium, Gold",Underground,S,Past Producer,"Chalcocite, Chalcopyrite, Cuprite, Malachite, Sperrylite","Hematite, Limonite, Quartz",Underground,"Diorite,Gabbro,Gneiss",
Columbine Mine,41.26444,-106.18806,NA,United States,Wyoming,Albany,M,Copper,Silver,"Gold, Platinum",Underground,S,Past Producer,"Chalcopyrite, Chrysocolla, Gold, Malachite, Pyrite",,Underground,Schist,
Free Gold Claim,41.278,-106.174,NA,United States,Wyoming,Albany,M,Gold,"Copper, Silver",Platinum,Surface,S,Past Producer,"Chalcopyrite, Chrysocolla, Gold, Malachite, Pyrite","Limonite, Quartz",Surface/Underground,"Schist,Amphibolite",
Queen Mine,41.27333,-106.16583,NA,United States,Wyoming,Albany,M,"Gold, Platinum, Silver",,"Copper, Iridium",Underground,S,Past Producer,Gold,Calcite,Underground,Pyroxenite,"Diorite,Pegmatite"
Union Mine,-24.94087,27.16139,AF,South Africa,North-West,,M,"Gold, Rhodium, Palladium, Platinum, PGE","Ruthenium, Copper, Nickel, Osmium, Iridium",,Underground,L,Producer,"Chalcopyrite, Chromite, Cubanite, Graphite, Millerite, Pentlandite, Pyrite, Pyrrhotite, Sperrylite",,Underground,"Norite,Harzburgite,Pegmatite",
Childs-Aldwinkle Mine,32.75316,-110.48235,NA,United States,Arizona,Pinal,M,"Molybdenum, Copper","Silver, Gold","Arsenic, Zinc, Lead, Bismuth, Antimony",Underground,S,Past Producer,"Bornite, Chalcocite, Chalcopyrite, Copper, Covellite, Cuprite, Enargite, Ferrimolybdite, Galena, Gold, Malachite, Molybdenite, Silver, Sphalerite, Tennantite, Wulfenite, Atacamite, Chalcanthite, Chrysocolla, Olivenite, Tetrahedrite","Apatite, Biotite, Calcite, Chlorite, Gypsum, Orthoclase, Pyrite, Quartz, Specularite, Barite, Jarosite, Rutile, Sericite, Tourmaline",Surface/Underground,"Diorite,Tuff,Latite",Diorite
Star Mine,29.31567,-103.64972,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Underground,"Shale,Limestone",
"Rio Grande Prospect (Sec. 70, Block 341)",29.30956,-103.65389,NA,United States,Texas,Brewster,M,Mercury,,,Underground,N,Occurrence,,,Underground,Limestone,
Monte Cristo and Croesus Claims,29.31345,-103.7025,NA,United States,Texas,Brewster,M,Mercury,,,Underground,S,Past Producer,Cinnabar,"Clay, Pyrite",Surface/Underground,"Clay, Mud,Limestone",
Margaret D Mine,29.32139,-103.70167,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,"Barite, Clay, Fluorite",Surface/Underground,Limestone,
Lone Star Mine,29.31428,-103.71778,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,"Calcite, Clay",Surface/Underground,Limestone,
Lowe Prospect,29.3594,-103.7358,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,N,Prospect,Cinnabar,"Calcite, Fluorite, Jarosite, Marcasite, Pyrite",Surface/Underground,"Limestone,Volcanic Breccia (Agglomerate)",Rhyolite
Le Roi Prospect,29.30789,-103.62306,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,N,Occurrence,Cinnabar,Calcite,Surface/Underground,Limestone,
Lafarelle,29.35011,-103.69,NA,United States,Texas,Brewster,M,Mercury,,,Surface,N,Occurrence,,"Calcite, Pyrite",Surface,Limestone,
Duncan Mine,29.30956,-103.70139,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Surface/Underground,Limestone,
Canyon Group Prospect,29.3415,-103.70611,NA,United States,Texas,Brewster,M,Mercury,,,Underground,N,Prospect,Cinnabar,,Underground,Limestone,
Shoshone,47.42593,-120.7175,NA,United States,Washington,Chelan,M,Mercury,,Nickel,Surface-Underground,N,Occurrence,"Cinnabar, Garnierite",Quartz,Surface/Underground,Peridotite,
Blewett Camp,47.42472,-120.65972,NA,United States,Washington,Chelan,M,Gold,"Copper, Silver","Lead, Tungsten, Antimony, Arsenic, Chromium, Mercury",Surface-Underground,M,Past Producer,"Chalcopyrite, Chromite, Cinnabar, Copper, Galena, Gold, Hematite, Magnetite, Malachite, Mercury, Pyrite, Scheelite, Stibnite","Calcite, Quartz, Talc","Underground, Surface/Underground","Metavolcanic Rock,Serpentinite",
H-O-M-E,47.10361,-120.95694,NA,United States,Washington,Kittitas,M,Mercury,,,Underground,S,Past Producer,"Cinnabar, Mercury",,Underground,Schist,
Golden Wonder,45.96528,-122.33222,NA,United States,Washington,Clark,M,Mercury,,Gold,Underground,N,Occurrence,"Cinnabar, Pyrite","Calcite, Quartz",Surface/Underground,Tuff,
Eclipse,48.076,-121.569,NA,United States,Washington,Snohomish,M,Gold,,"Mercury, Copper, Silver",Underground,N,Past Producer,Mercury,Pyrite,Underground,Argillite,Granite
Spencer,46.56,-122.24861,NA,United States,Washington,Lewis,M,Mercury,,,Surface-Underground,S,Past Producer,"Cinnabar, Pyrite",,Surface/Underground,Sandstone,
Section Thirty-Six,46.56389,-122.2425,NA,United States,Washington,Lewis,M,Mercury,,,Surface-Underground,N,Occurrence,Cinnabar,,Surface/Underground,Sandstone,
Section One,46.55222,-122.2425,NA,United States,Washington,Lewis,M,Mercury,,,Surface,N,Occurrence,Cinnabar,,Surface,Sandstone,
Roy No. 5,46.55,-122.23583,NA,United States,Washington,Lewis,M,Mercury,,,Underground,N,Occurrence,Cinnabar,,Underground,Sandstone,
Parmenter,46.54703,-122.22889,NA,United States,Washington,Lewis,M,Mercury,,,Underground,S,Past Producer,Cinnabar,,Underground,Sandstone,
Lytle-Lynch,46.5575,-122.23333,NA,United States,Washington,Lewis,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Surface/Underground,Sandstone,
Apex,46.55361,-122.23167,NA,United States,Washington,Lewis,M,Mercury,,,Underground,S,Past Producer,Cinnabar,,Underground,Sandstone,
Roy,46.54806,-122.23278,NA,United States,Washington,Lewis,M,Mercury,,,Underground,S,Past Producer,"Cinnabar, Pyrite",Calcite,Underground,Sandstone,
Cordero Mine,41.911,-117.81459,NA,United States,Nevada,Humboldt,M,Mercury,,,Surface-Underground,L,Past Producer,"Cinnabar, Hematite, Mercury, Pyrite, Stibnite","Alunite, Chalcedony, Jarosite, Opal, Quartz",Surface/Underground,Rhyolite,Andesite
Funderburk Prospect,34.17667,-93.65861,NA,United States,Arkansas,Pike,M,Mercury,,,Surface,S,Occurrence,Cinnabar,,Surface,Sandstone,
Parker Prospect,34.15167,-93.72694,NA,United States,Arkansas,Pike,M,Mercury,,,Underground,S,Past Producer,Cinnabar,,Surface/Underground,Sandstone,
Ainsworth Prospect,34.10028,-93.72583,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Occurrence,Cinnabar,,Surface/Underground,Sandstone,
Hill 2,34.19201,-93.48,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,Quartz,Surface/Underground,Sandstone,
Hales Mine,34.17278,-93.70667,NA,United States,Arkansas,Pike,M,Mercury,,Antimony,Surface-Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite","Dickite, Goethite, Pyrite, Quartz",Surface/Underground,Sandstone,
"Antimony, Ltd.",34.177,-93.529,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,"Unknown, Surface/Underground",Sandstone,
Bemis Hill,34.18134,-93.45806,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Surface/Underground,Sandstone,
Caddo Mine,34.163,-93.407,NA,United States,Arkansas,Clark,B,Mercury,,"Diatomite, Antimony",Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite","Barite, Dickite, Goethite, Pyrite, Quartz",Surface/Underground,Sandstone,
East Gap Ridge Mine,34.16056,-93.73278,NA,United States,Arkansas,Pike,M,Mercury,,Antimony,Surface,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite","Dickite, Goethite, Pyrite, Quartz",Surface/Underground,Sandstone,
Floyd Prospect,34.15639,-93.82778,NA,United States,Arkansas,Howard,M,Mercury,,,Surface-Underground,S,Occurrence,Cinnabar,,Surface,Sandstone,
Nelson's Prospect,34.18167,-93.48083,NA,United States,Arkansas,Pike,M,Mercury,,,Surface,S,Past Producer,Cinnabar,,Surface,Sandstone,
Hill 34,34.17607,-93.44389,NA,United States,Arkansas,Clark,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Surface/Underground,Sandstone,
Hopkins Prospect,34.169,-93.705,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,Surface/Underground,Sandstone,
Hudgins Prospect,34.15361,-93.7825,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,"Dickite, Quartz",Surface/Underground,"Shale,Sandstone",
Craig Mine,34.16889,-93.69611,NA,United States,Arkansas,Pike,M,Mercury,,Antimony,Surface-Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite",,"Surface, Surface/Underground","Shale,Sandstone",
Mac-Holmes Mine,34.186,-93.589,NA,United States,Arkansas,Pike,M,Mercury,,Antimony,Surface-Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite","Dickite, Goethite, Pyrite, Quartz, Siderite",Surface/Underground,Sandstone,
Mill Mountain Prospects,34.161,-93.72444,NA,United States,Arkansas,Pike,M,Mercury,,,Surface,N,Occurrence,Cinnabar,,Surface,Sandstone,
O.K. Shaft,34.15167,-93.74139,NA,United States,Arkansas,Pike,M,Mercury,,,Underground,N,Occurrence,,,Underground,,
Old Argentine Prospect,34.17611,-93.675,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,,,Surface/Underground,Sandstone,
Parker Hill Mine,34.16357,-93.72639,NA,United States,Arkansas,Pike,M,"Antimony, Mercury",,,Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite, Stibnite",,Underground,Sandstone,
Parnell Hill Mine,34.1675,-93.71111,NA,United States,Arkansas,Pike,M,Mercury,Antimony,,Surface-Underground,S,Past Producer,"Calomel, Cinnabar, Metacinnabar, Stibiconite","Dickite, Goethite, Pyrite, Quartz",Surface/Underground,Sandstone,
Union Mine,34.18245,-93.60111,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,Y,Past Producer,,,Surface/Underground,Sandstone,
Wall Mountain Shaft,34.17861,-93.5275,NA,United States,Arkansas,Pike,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,,"Underground, Surface/Underground",Sandstone,
Wall Rock Shaft,34.17273,-93.54056,NA,United States,Arkansas,Pike,M,Mercury,,,Underground,S,Past Producer,Cinnabar,,Underground,Sandstone,
Yantis Mine,34.17495,-93.7,NA,United States,Arkansas,Pike,M,Mercury,,,Underground,S,Past Producer,Cinnabar,,Underground,Sandstone,
Rock Fence Prospect,34.14912,-93.83278,NA,United States,Arkansas,Howard,M,Mercury,,,Surface,S,Past Producer,Cinnabar,"Dickite, Quartz","Unknown, Surface",Sandstone,
Little Thirty-Eight Mine,29.31984,-103.655,NA,United States,Texas,Brewster,M,Mercury,,,Underground,S,Past Producer,"Cinnabar, Metacinnabar","Barite, Calcite, Clay, Fluorite, Pyrite",Underground,"Shale,Limestone",
Maggie Sink Mine (Bobs),29.32178,-103.72333,NA,United States,Texas,Brewster,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,Calcite,Surface/Underground,"Limestone,Volcanic Breccia (Agglomerate)",
Mariscal Mine,29.09735,-103.19028,NA,United States,Texas,Brewster,M,Mercury,,,Underground,S,Past Producer,Cinnabar,"Calcite, Pyrite",Underground,Limestone,Andesite
Study Butte Mine,29.32067,-103.52722,NA,United States,Texas,Brewster,M,Mercury,,,Underground,M,Past Producer,Cinnabar,"Alunite, Calcite, Jarosite, Marcasite, Pyrite",Underground,Shale,
Rainbow Mine,29.31873,-103.62444,NA,United States,Texas,Brewster,M,Mercury,,,Underground,S,Past Producer,Cinnabar,"Calcite, Clay",Underground,"Shale,Limestone",
Chisos Mine,29.31806,-103.62,NA,United States,Texas,Brewster,M,Mercury,,,Underground,M,Past Producer,Cinnabar,"Calcite, Clay, Gypsum, Marcasite, Pyrite",Underground,"Shale,Limestone,Volcanic Breccia (Agglomerate)",Latite
Fresno Mine,29.34373,-103.81194,NA,United States,Texas,Presidio,M,Mercury,,,Surface-Underground,S,Past Producer,Cinnabar,"Calcite, Fluorite, Gypsum, Natrolite",Surface/Underground,"Clay, Mud,Limestone","Trachyte,Basalt"
Almaden  Mine,44.24015,-116.71488,NA,United States,Idaho,Washington,M,Gold,,Mercury,Surface,M,Past Producer,Cinnabar,"Chalcedony, Opal, Pyrite",Surface,Sandstone,Basalt
